item_id;koppel_id;sentence_id;word_id;correct_word;incorrect_word;condition;prime_structure;target_structure;target_prime;posture_verb;overall_id
NA;NA;84;NA;kussen.;nodig.;filler;NA;NA;NA;NA;NA
NA;NA;85;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;85;NA;kinderen;benam;filler;NA;NA;NA;NA;NA
NA;NA;85;NA;poetsen;adem;filler;NA;NA;NA;NA;NA
NA;NA;85;NA;hun;worden;filler;NA;NA;NA;NA;NA
NA;NA;85;NA;tanden.;zeggen.;filler;NA;NA;NA;NA;NA
NA;NA;86;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;86;NA;machine;hingen;filler;NA;NA;NA;NA;NA
NA;NA;86;NA;bouwt;radio;filler;NA;NA;NA;NA;NA
NA;NA;86;NA;een;bid;filler;NA;NA;NA;NA;NA
NA;NA;86;NA;brug.;rood.;filler;NA;NA;NA;NA;NA
NA;NA;87;NA;Jij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;87;NA;brak;niks;filler;NA;NA;NA;NA;NA
NA;NA;87;NA;het;weg;filler;NA;NA;NA;NA;NA
NA;NA;87;NA;glas.;met.;filler;NA;NA;NA;NA;NA
NA;NA;88;NA;Wij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;88;NA;maken;shirt;filler;NA;NA;NA;NA;NA
NA;NA;88;NA;een;kon;filler;NA;NA;NA;NA;NA
NA;NA;88;NA;taart.;hoger.;filler;NA;NA;NA;NA;NA
NA;NA;89;NA;Hij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;89;NA;verloor;iets;filler;NA;NA;NA;NA;NA
NA;NA;89;NA;zijn;tot;filler;NA;NA;NA;NA;NA
NA;NA;89;NA;sleutels.;rijden.;filler;NA;NA;NA;NA;NA
NA;NA;90;NA;Zij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;90;NA;heeft;graag;filler;NA;NA;NA;NA;NA
NA;NA;90;NA;de;we;filler;NA;NA;NA;NA;NA
NA;NA;90;NA;wedstrijd;klooster;filler;NA;NA;NA;NA;NA
NA;NA;90;NA;gewonnen.;ophing.;filler;NA;NA;NA;NA;NA
NA;NA;91;NA;Jullie;xxx;filler;NA;NA;NA;NA;NA
NA;NA;91;NA;dragen;zelden;filler;NA;NA;NA;NA;NA
NA;NA;91;NA;de;zei;filler;NA;NA;NA;NA;NA
NA;NA;91;NA;tassen.;bleef.;filler;NA;NA;NA;NA;NA
NA;NA;92;NA;s Morgens;xxx;filler;NA;NA;NA;NA;NA
NA;NA;92;NA;begin;vader;filler;NA;NA;NA;NA;NA
NA;NA;92;NA;ik;net;filler;NA;NA;NA;NA;NA
NA;NA;92;NA;met;wij;filler;NA;NA;NA;NA;NA
NA;NA;92;NA;yoga.;maar.;filler;NA;NA;NA;NA;NA
NA;NA;93;NA;Jij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;93;NA;gebruikt;ooit;filler;NA;NA;NA;NA;NA
NA;NA;93;NA;een;jullie;filler;NA;NA;NA;NA;NA
NA;NA;93;NA;pen.;stille.;filler;NA;NA;NA;NA;NA
NA;NA;94;NA;Wij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;94;NA;proberen;jullie;filler;NA;NA;NA;NA;NA
NA;NA;94;NA;iets;weet;filler;NA;NA;NA;NA;NA
NA;NA;94;NA;nieuws.;wazig.;filler;NA;NA;NA;NA;NA
NA;NA;95;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;95;NA;auto;hun;filler;NA;NA;NA;NA;NA
NA;NA;95;NA;stopt;zodra;filler;NA;NA;NA;NA;NA
NA;NA;95;NA;vanzelf.;moesten.;filler;NA;NA;NA;NA;NA
NA;NA;96;NA;Opa;xxx;filler;NA;NA;NA;NA;NA
NA;NA;96;NA;ontvangt;zeker;filler;NA;NA;NA;NA;NA
NA;NA;96;NA;een;liep;filler;NA;NA;NA;NA;NA
NA;NA;96;NA;brief.;daar.;filler;NA;NA;NA;NA;NA
NA;NA;97;NA;Het;xxx;filler;NA;NA;NA;NA;NA
NA;NA;97;NA;kind;nog;filler;NA;NA;NA;NA;NA
NA;NA;97;NA;knipt;ogen;filler;NA;NA;NA;NA;NA
NA;NA;97;NA;papier.;stond.;filler;NA;NA;NA;NA;NA
NA;NA;98;NA;Hij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;98;NA;snijdt;boeken;filler;NA;NA;NA;NA;NA
NA;NA;98;NA;de;is;filler;NA;NA;NA;NA;NA
NA;NA;98;NA;paprika.;slechts.;filler;NA;NA;NA;NA;NA
NA;NA;99;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;99;NA;toren;liepen;filler;NA;NA;NA;NA;NA
NA;NA;99;NA;is;plein;filler;NA;NA;NA;NA;NA
NA;NA;99;NA;groot.;volgt.;filler;NA;NA;NA;NA;NA
NA;NA;100;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;100;NA;vogel;kijk;filler;NA;NA;NA;NA;NA
NA;NA;100;NA;zoekt;muren;filler;NA;NA;NA;NA;NA
NA;NA;100;NA;een;erft;filler;NA;NA;NA;NA;NA
NA;NA;100;NA;worm.;zich.;filler;NA;NA;NA;NA;NA
NA;NA;101;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;101;NA;kinderen;vraagt;filler;NA;NA;NA;NA;NA
NA;NA;101;NA;glijden;deuren;filler;NA;NA;NA;NA;NA
NA;NA;101;NA;naar;schoot;filler;NA;NA;NA;NA;NA
NA;NA;101;NA;beneden.;stevig.;filler;NA;NA;NA;NA;NA
NA;NA;102;NA;Hij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;102;NA;straalt;huis;filler;NA;NA;NA;NA;NA
NA;NA;102;NA;warmte;geef;filler;NA;NA;NA;NA;NA
NA;NA;102;NA;uit.;kort.;filler;NA;NA;NA;NA;NA
NA;NA;103;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;103;NA;leerling;gebaarde;filler;NA;NA;NA;NA;NA
NA;NA;103;NA;kiest;toen;filler;NA;NA;NA;NA;NA
NA;NA;103;NA;een;tik;filler;NA;NA;NA;NA;NA
NA;NA;103;NA;schrift.;eerste.;filler;NA;NA;NA;NA;NA
NA;NA;104;NA;Ik;xxx;filler;NA;NA;NA;NA;NA
NA;NA;104;NA;raad;soms;filler;NA;NA;NA;NA;NA
NA;NA;104;NA;het;jullie;filler;NA;NA;NA;NA;NA
NA;NA;104;NA;woord.;zwaai.;filler;NA;NA;NA;NA;NA
NA;NA;105;NA;Wij;xxx;filler;NA;NA;NA;NA;NA
NA;NA;105;NA;haten;plots;filler;NA;NA;NA;NA;NA
NA;NA;105;NA;de;is;filler;NA;NA;NA;NA;NA
NA;NA;105;NA;regen.;jullie.;filler;NA;NA;NA;NA;NA
NA;NA;106;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;106;NA;kapper;daarna;filler;NA;NA;NA;NA;NA
NA;NA;106;NA;kamt;roet;filler;NA;NA;NA;NA;NA
NA;NA;106;NA;het;jij;filler;NA;NA;NA;NA;NA
NA;NA;106;NA;haar.;pijn.;filler;NA;NA;NA;NA;NA
NA;NA;107;NA;Het;xxx;filler;NA;NA;NA;NA;NA
NA;NA;107;NA;koppel;zijn;filler;NA;NA;NA;NA;NA
NA;NA;107;NA;kust;dikke;filler;NA;NA;NA;NA;NA
NA;NA;107;NA;elkaar.;school.;filler;NA;NA;NA;NA;NA
NA;NA;108;NA;Breien;xxx;filler;NA;NA;NA;NA;NA
NA;NA;108;NA;doe;hun;filler;NA;NA;NA;NA;NA
NA;NA;108;NA;ik ;als;filler;NA;NA;NA;NA;NA
NA;NA;108;NA;graag.;heeft.;filler;NA;NA;NA;NA;NA
NA;NA;109;NA;Lopen;xxx;filler;NA;NA;NA;NA;NA
NA;NA;109;NA;is;tijd;filler;NA;NA;NA;NA;NA
NA;NA;109;NA;mijn;open;filler;NA;NA;NA;NA;NA
NA;NA;109;NA;hobby.;zet.;filler;NA;NA;NA;NA;NA
NA;NA;110;NA;De;xxx;filler;NA;NA;NA;NA;NA
NA;NA;110;NA;verpleegster;onderzoeken;filler;NA;NA;NA;NA;NA
NA;NA;110;NA;verzorgt;graag;filler;NA;NA;NA;NA;NA
NA;NA;110;NA;haar;rijden;filler;NA;NA;NA;NA;NA
NA;NA;110;NA;patiënten. ;gedroeg.;filler;NA;NA;NA;NA;NA
